"id","provider_id","service_id","procedure_id","procedure_name","cash_price","min_allowable","max_allowable","gross_charge","cpt_code","procedure_description_id"
2329,3,33,7966352,"Left Breast Biopsy with Lesion and Ultrasound Imaging","484.54","511.68","1744.35","1938.17","19084",670
2320,3,33,8608286,"Endoluminal Biliary Tree Biopsy","511.38","540.02","1840.97","2045.52","47543",1395
2855,3,33,8656846,"Endoscopic Forceps Biopsy at 160cm Depth.","50.675","53.5128","182.43","202.7",NULL,1074
2963,3,33,10096674,"TruCore™ Needle Biopsy Procedure","136.77","144.42912","492.372","547.08",NULL,1326
2359,3,33,12961525,"Muscle Tissue Sampling.","234.215","247.33104","843.174","936.86","20206",1584
3022,3,33,13012109,"Oval Forceps Biopsy with Cup Attachment (3FR, 115cm) - Procedure Number 220130","354.5425","374.39688","1276.353","1418.17",NULL,173
3030,3,33,13014289,"Carticel Biopsy Kit Transport.","544.1175","574.58808","1958.823","2176.47",NULL,1433
3101,3,33,13195734,"Gastrointestinal Biopsy Using a Forceps and a Flexible Endoscope.","418.575","442.0152","1506.87","1674.3",NULL,365
3113,3,33,13258212,"SharkCore 25GA Needle Biopsy Procedure","366.1975","386.70456","1318.311","1464.79",NULL,1191
2372,3,33,13370152,"Lymph node tissue sample examination.","228.4225","241.21416","822.321","913.69","38505",1213
2376,3,33,13602010,"Abdominal mass tissue sample collection.","360.195","380.36592","1296.702","1440.78","49180",1095
2400,3,33,14184077,"Examination of Bone Marrow for Diagnosis and Treatment.","406.5275","429.29304","1463.499","1626.11","38222",614
3241,3,33,14874318,"Endomyocardial Biopsy using Maxicurve Forceps","198.095","209.18832","713.142","792.38",NULL,949
2417,3,33,16324704,"Ultrasound-guided fine needle aspiration (FNA) thyroid biopsy.","402.3625","424.8948","1448.505","1609.45","10005",430
3290,3,33,16422689,"Fine Needle Biopsy.","503.72","531.92832","1813.392","2014.88",NULL,1630
3291,3,33,16422690,"Fine Needle Core Biopsy (25 Gauge)","341.3675","360.48408","1228.923","1365.47",NULL,1335
3292,3,33,16422691,"Fine Needle Biopsy.","341.3675","360.48408","1228.923","1365.47",NULL,1631
3295,3,33,16542651,"22 Gauge SharkCore Needle Biopsy System","366.1975","386.70456","1318.311","1464.79",NULL,1153
2419,3,33,16754672,"Single Lesion Skin Punch Biopsy","86.8125","91.674","312.525","347.25","11104",1398
2420,3,33,16754674,"Skin Punch Biopsy for Additional Lesion Removal (CPT Code: 11105)","40.2725","42.52776","144.981","161.09","11105",357
2422,3,33,16754677,"Skin Lesion Biopsy","154.52","163.17312","556.272","618.08","11106",1637
3309,3,33,17916663,"Fine Needle Biopsy of Lung Tissue Using 25 Gauge Needle.","372.6875","393.558","1341.675","1490.75",NULL,595
3310,3,33,17916665,"Fine Needle Pulmonary Biopsy (22 gauge)","372.6875","393.558","1341.675","1490.75",NULL,1154
3342,3,33,19566685,"Fine Needle Aspiration Biopsy (FNAB)","477.0975","503.81496","1717.551","1908.39",NULL,1262
3369,3,33,22392687,"23 Gauge Fine Needle Aspiration Biopsy (FNAB) of Tissue Sample #1000-490102.","273.305","288.61008","983.898","1093.22",NULL,194
3370,3,33,22392698,"21 Gauge Needle Biopsy with IF1000 and 490103 Techniques","273.305","288.61008","983.898","1093.22",NULL,597
3371,3,33,22392699,"19 Gauge Needle Biopsy with IF1000 Sampling Device (490104)","273.305","288.61008","983.898","1093.22",NULL,510
3430,3,33,26753324,"Ported OnControl Tray Biopsy Procedure for Tissue Sampling","174.325","184.0872","627.57","697.3",NULL,536
3431,3,33,26959290,"Long Needle Biopsy","203.39","214.77984","732.204","813.56",NULL,1642
2649,3,34,4211253,"Endoscopic Plantar Fasciotomy with Topaz Coblation.","396.65","418.8624","1427.94","1586.6",NULL,740
2650,3,34,4211335,"Surgery for Relieving Heel Pain: Endoscopic Gastrocnemius Recession Kit","676.0625","713.922","2433.825","2704.25",NULL,256
2658,3,34,4211975,"Endoscopic Plantar Fasciotomy Kit (EPFK)","676.0625","713.922","2433.825","2704.25",NULL,1101
2686,3,34,4217347,"Endoscopic Knee Surgery (Lower Extremity Procedure)","372.5025","393.36264","1341.009","1490.01",NULL,741
2848,3,34,8656220,"Endoscopic Loop Excision Procedure (ELEP)","338.335","357.28176","1218.006","1353.34",NULL,1073
2859,3,34,9005245,"Endoscopic Cannulated Drill for Bone Surgery.","148.535","156.85296","534.726","594.14",NULL,940
2873,3,34,10061436,"Endoscopic Purple Ped Overtube with Endocuff","41.085","43.38576","147.906","164.34",NULL,976
2949,3,34,10096050,"Endoscopic Balloon Catheterization for Nasal Duct Blockage","696.2225","735.21096","2506.401","2784.89",NULL,527
2957,3,34,10096084,"EndoLoop Electrosurgical 5mm Procedure","368.0525","388.66344","1324.989","1472.21",NULL,1183
2971,3,34,10423056,"Rigid Endoscopic Aerosol Tip Applicator - 5x16mm","138.2625","146.0052","497.745","553.05",NULL,846
2997,3,34,13002867,"Endoscopic Achilles Tendon Release Procedure.","988.95","1044.3312","3560.22","3955.8",NULL,944
3067,3,34,13097013,"Endoscopic Gastrointestinal VTI (Velocity Time Integral) Measurement with Doppler Probe #108670.","223.17","235.66752","803.412","892.68",NULL,56
3085,3,34,13116077,"Endoscopic bone cutting surgery","483.33","510.39648","1739.988","1933.32",NULL,1414
3106,3,34,13237461,"Endoblade Endoscopic Recession Surgery","1139.8625","1203.6948","4103.505","4559.45",NULL,1190
3148,3,34,13286489,"Endoscopic Upper Extremity Surgery.","162.055","171.13008","583.398","648.22",NULL,1295
3207,3,34,14153688,"Endoscopic Stitching System with Overstitch (3 per unit)","894.9975","945.11736","3221.991","3579.99",NULL,593
3208,3,34,14153694,"Advanced Minimally Invasive Stitching Procedure with Overstitch Endoscopic Technology","894.9975","945.11736","3221.991","3579.99",NULL,109
3245,3,34,15226091,"Endoscopic Hemostatic Spray using a 7-Fr Hemostat","1986.3975","2097.63576","7151.031","7945.59",NULL,816
3305,3,34,17556656,"SinusScope Plus Procedure Kit.","388.3825","410.13192","1398.177","1553.53",NULL,1437
3336,3,34,19348823,"Endoscopic Plantar Fasciotomy (EPF)","277.1775","292.69944","997.839","1108.71",NULL,1300
3341,3,34,19517059,"Endoscopic Overstitch Suturing Procedure (EOSP)","1078.665","1139.07024","3883.194","4314.66",NULL,884
3365,3,34,22016686,"Endoscopic Hemostatic Spray Procedure.","1986.3975","2097.63576","7151.031","7945.59",NULL,1196
3424,3,34,26503311,"Endoscopic Supraloop Placement with Brucker-Messroghli Sheath","422.3675","446.02008","1520.523","1689.47",NULL,462
3435,3,34,27119299,"Endoscopic Tacking Procedure for Gastrointestinal System using Helix X-Tack at 160cm Reach.","618.095","652.70832","2225.142","2472.38",NULL,80
3436,3,34,27255297,"Endoscopic DC Cutter Procedure Size 12.","423.12","446.81472","1523.232","1692.48",NULL,1156
2826,3,35,5578066,"Collecting an Extravascular Sample using a Peripheral Venous Catheter (PVC) or Peripherally Inserted Central Catheter (PICC) over a 10-foot Length.","207.7075","219.33912","747.747","830.83",NULL,1
2470,3,36,4242350,"Cultured Stool Analysis for Salmonella and Shigella bacteria.","42.3475","44.71896","152.451","169.39","87045",451
2472,3,36,4242351,"Stool Culture with Additional Pathogens Detected","73.4025","77.51304","264.249","293.61","87046",837
2448,3,36,4242398,"H. pylori Stool Test.","73.2275","77.32824","263.619","292.91","87338",1619
2611,3,36,20830688,"Helicobacter Pylori Stool Test","61.1175","64.54008","220.023","244.47","87338",1427
2519,3,37,4242437,"Multiscreen Qualitative Drug Test","30.595","32.30832","110.142","122.38","80100",1356
2520,3,37,4242437,"Multiscreen Qualitative Drug Test","30.595","32.30832","110.142","122.38","G0434",1356
2551,3,37,5243425,"Quantitative Alcohol Drug Screening Test","16.435","17.35536","59.166","65.74","80320",1099
2552,3,37,5243425,"Quantitative Alcohol Drug Screening Test","16.435","17.35536","59.166","65.74","G0479",1099
2549,3,37,5243425,"Quantitative Alcohol Drug Screening Test","16.435","17.35536","59.166","65.74","G0480",1099
2550,3,37,5243425,"Quantitative Alcohol Drug Screening Test","16.435","17.35536","59.166","65.74","G6040",1099
2561,3,37,5243426,"Amphetamine Drug Screening Test.","78.075","82.4472","281.07","312.3","80324",1378
2562,3,37,5243426,"Amphetamine Drug Screening Test.","78.075","82.4472","281.07","312.3","G0480",1378
2566,3,37,5243426,"Amphetamine Drug Screening Test.","78.075","82.4472","281.07","312.3","G6042",1378
2538,3,37,5243431,"Buprenorphine drug screening test.","48.9075","51.64632","176.067","195.63","80348",1317
2536,3,37,5243431,"Buprenorphine drug screening test.","48.9075","51.64632","176.067","195.63","G0480",1317
2540,3,37,5243431,"Buprenorphine drug screening test.","48.9075","51.64632","176.067","195.63","G6056",1317
2558,3,37,5243433,"Cocaine Drug Test","46.98","49.61088","169.128","187.92","80353",1645
2556,3,37,5243433,"Cocaine Drug Test","46.98","49.61088","169.128","187.92","G0480",1645
2557,3,37,5243433,"Cocaine Drug Test","46.98","49.61088","169.128","187.92","G6044",1645
2567,3,37,5243434,"Methadone Drug Test","46.62","49.23072","167.832","186.48","80358",1627
2568,3,37,5243434,"Methadone Drug Test","46.62","49.23072","167.832","186.48","G0480",1627
2569,3,37,5243434,"Methadone Drug Test","46.62","49.23072","167.832","186.48","G6053",1627
2575,3,37,5243468,"Pregabalin drug test","263.9725","278.75496","950.301","1055.89","80366",1622
2576,3,37,5243468,"Pregabalin drug test","263.9725","278.75496","950.301","1055.89","G0480",1622
2579,3,37,5243469,"Propoxyphene Drug Screen Test","73.16","77.25696","263.376","292.64","82491",1448
2578,3,37,5243469,"Propoxyphene Drug Screen Test","73.16","77.25696","263.376","292.64","G0480",1448
2530,3,37,5243483,"Non-TLC Drug Screen Test (Code: 4461794)","47.7275","50.40024","171.819","190.91","80300",1098
2534,3,37,5243483,"Non-TLC Drug Screen Test (Code: 4461794)","47.7275","50.40024","171.819","190.91","G0434",1098
2532,3,37,5243483,"Non-TLC Drug Screen Test (Code: 4461794)","47.7275","50.40024","171.819","190.91","G0478",1098
2541,3,37,5243484,"Comprehensive Drug Screening Panel","48.105","50.79888","173.178","192.42","80301",1318
2542,3,37,5243484,"Comprehensive Drug Screening Panel","48.105","50.79888","173.178","192.42","G0434",1318
2543,3,37,5243484,"Comprehensive Drug Screening Panel","48.105","50.79888","173.178","192.42","G0479",1318
2581,3,37,5243487,"Barbiturate Drug Screening Test","146.01","154.18656","525.636","584.04","80345",1401
2582,3,37,5243487,"Barbiturate Drug Screening Test","146.01","154.18656","525.636","584.04","G0480",1401
2583,3,37,5243487,"Barbiturate Drug Screening Test","146.01","154.18656","525.636","584.04","G6043",1401
2595,3,37,9008027,"Oxycodone Drug Test","46.4275","49.02744","167.139","185.71","80365",1628
2594,3,37,9008027,"Oxycodone Drug Test","46.4275","49.02744","167.139","185.71","G0480",1628
2603,3,37,12461310,"Liquid Chromatography-Mass Spectrometry (LCMS) Drug Test.","49.765","52.55184","179.154","199.06","80304",549
2602,3,37,12461310,"Liquid Chromatography-Mass Spectrometry (LCMS) Drug Test.","49.765","52.55184","179.154","199.06","G0480",549
2089,3,40,1169386,"Full-body thyroid cancer imaging scan.","496.63","524.44","1787.87","1986.52","78018",1169
2346,3,41,8658044,"Scoliosis Screening of the Spine with Single X-ray View","72.2375","76.2828","260.055","288.95","72081",611
2347,3,41,8658047,"X-Ray Imaging for Scoliosis of the Spine (2-3 views)","115.965","122.45904","417.474","463.86","72082",699
2348,3,41,8658050,"X-Ray Scoliosis View of the Spine (4-5 angles)","114.125","120.516","410.85","456.5","72083",898
2349,3,41,8658053,"Full Spine Scoliosis X-Ray Exam","196.94","207.96864","708.984","787.76","72084",1396
2489,3,42,4242624,"Small Intestinal Biopsy for Celiac Disease Diagnosis","66.0525","69.75144","237.789","264.21","82784",705
2599,3,43,10189240,"HPV Detection Test","135.0575","142.62072","486.207","540.23","87624",1639
2490,3,42,4242624,"Small Intestinal Biopsy for Celiac Disease Diagnosis","66.0525","69.75144","237.789","264.21","83516",705
1884,3,43,969805,"Bilateral digital screening mammogram for breast health.","123.27","130.17","443.77","493.08","77057",569
1888,3,43,969805,"Bilateral digital screening mammogram for breast health.","123.27","130.17","443.77","493.08","77067",569
1889,3,43,969805,"Bilateral digital screening mammogram for breast health.","123.27","130.17","443.77","493.08","G0202",569
2092,3,43,2388582,"Air-conducted Pure Tone Audiometry Screening (Procedure Code: 92551)","23.19","24.48","83.47","92.74","92551",305
2097,3,43,2388588,"Otoacoustic Emissions Screening Test","39.17","41.36","140.99","156.66","92558",1246
2098,3,43,2388588,"Otoacoustic Emissions Screening Test","39.17","41.36","140.99","156.66","V5008",1246
2132,3,43,2425290,"Ultrasound Abdominal Aortic Aneurysm Screening.","72.36","76.41","260.5","289.44","76706",861
2131,3,43,2425290,"Ultrasound Abdominal Aortic Aneurysm Screening.","72.36","76.41","260.5","289.44","G0389",861
2151,3,43,2425802,"Left Breast Digital Screening Mammogram","123.27","130.17","443.77","493.08","77057",1127
2152,3,43,2425802,"Left Breast Digital Screening Mammogram","123.27","130.17","443.77","493.08","77067",1127
2153,3,43,2425802,"Left Breast Digital Screening Mammogram","123.27","130.17","443.77","493.08","G0202",1127
2148,3,43,2425805,"Right digital mammogram screening.","123.27","130.17","443.77","493.08","77057",1310
2146,3,43,2425805,"Right digital mammogram screening.","123.27","130.17","443.77","493.08","77067",1310
2150,3,43,2425805,"Right digital mammogram screening.","123.27","130.17","443.77","493.08","G0202",1310
2157,3,43,2425817,"Bilateral Digital Screening Mammogram with Implant Detection","123.27","130.17","443.77","493.08","77057",470
2161,3,43,2425817,"Bilateral Digital Screening Mammogram with Implant Detection","123.27","130.17","443.77","493.08","77067",470
2159,3,43,2425817,"Bilateral Digital Screening Mammogram with Implant Detection","123.27","130.17","443.77","493.08","G0202",470
2172,3,43,2425820,"Left Breast Digital Screening with Mammo implant in milligrams","123.27","130.17","443.77","493.08","77057",424
2176,3,43,2425820,"Left Breast Digital Screening with Mammo implant in milligrams","123.27","130.17","443.77","493.08","77067",424
2177,3,43,2425820,"Left Breast Digital Screening with Mammo implant in milligrams","123.27","130.17","443.77","493.08","G0202",424
2163,3,43,2425823,"Right breast digital mammogram with implant screening.","123.27","130.17","443.77","493.08","77057",640
2167,3,43,2425823,"Right breast digital mammogram with implant screening.","123.27","130.17","443.77","493.08","77067",640
2168,3,43,2425823,"Right breast digital mammogram with implant screening.","123.27","130.17","443.77","493.08","G0202",640
2449,3,43,4241936,"so mat screen papa","31.2375","32.9868","112.455","124.95","84163",1638
2459,3,43,4242008,"Human chorionic gonadotropin (HCG) screening test.","31.2375","32.9868","112.455","124.95","84702",768
2446,3,43,4242105,"Prenatal AFP Screening Test","28.0775","29.64984","101.079","112.31","82105",1493
2477,3,43,4242126,"Blood and Feces Screening Test","24.31","25.67136","87.516","97.24","82270",1426
2474,3,43,4242197,"Estriol Screening Test","40.47","42.73632","145.692","161.88","82677",1604
2439,3,43,4242358,"Screening Culture Test.","20.0075","21.12792","72.027","80.03","87081",1587
2501,3,43,4242461,"Chlorine Screening Test for Hydrocarbon Exposure.","119.485","126.17616","430.146","477.94","82441",807
2503,3,43,4242530,"Inhibin A Screening Test.","21.095","22.27632","75.942","84.38","86336",1546
2506,3,43,4242603,"HIV-2 Antibody Test","48.2275","50.92824","173.619","192.91","86702",1626
2522,3,43,4242615,"Rubella Antibody Screening Test","31.8625","33.6468","114.705","127.45","86762",1399
2526,3,43,4242616,"Measles Antibody Screening Test","21.9125","23.1396","78.885","87.65","86765",1400
2514,3,43,4281129,"Cytopathology Screening and Interpretation.","83.13","87.78528","299.268","332.52","88160",1005
2515,3,43,4281130,"Cytology Preparation, Screening, and Interpretation","37.16","39.24096","133.776","148.64","88161",739
2482,3,43,4281161,"The Platelet Antibody Screening Test.","420.02","443.54112","1512.072","1680.08","86022",1217
2281,3,43,4645261,"3D Digital screening mammogram for breast cancer detection","28.96","30.58","104.27","115.85","77063",517
2587,3,43,4997464,"HLA Antibody Screening Test","223.275","235.7784","803.79","893.1","86807",1496
2305,3,43,5017854,"Three-Dimensional Digital Breast Tomography Screening (3DDBT Screening)","28.96","30.58","104.27","115.85","77063",252
2336,3,43,7846182,"Bilateral Digital Mammogram Screening.","123.27","130.17","443.77","493.08","77057",1176
2337,3,43,7846182,"Bilateral Digital Mammogram Screening.","123.27","130.17","443.77","493.08","77067",1176
2338,3,43,7846182,"Bilateral Digital Mammogram Screening.","123.27","130.17","443.77","493.08","G0202",1176
2342,3,43,7846184,"Digital screening mammography of the left breast","123.27","130.17","443.77","493.08","77057",833
2343,3,43,7846184,"Digital screening mammography of the left breast","123.27","130.17","443.77","493.08","77067",833
2344,3,43,7846184,"Digital screening mammography of the left breast","123.27","130.17","443.77","493.08","G0202",833
2333,3,43,7846186,"Bilateral Digital Screening Mammogram with Implant.","123.27","130.17","443.77","493.08","77057",734
2334,3,43,7846186,"Bilateral Digital Screening Mammogram with Implant.","123.27","130.17","443.77","493.08","77067",734
2335,3,43,7846186,"Bilateral Digital Screening Mammogram with Implant.","123.27","130.17","443.77","493.08","G0202",734
2330,3,43,7846190,"Right breast digital mammography with implant screening.","123.27","130.17","443.77","493.08","77057",580
2331,3,43,7846190,"Right breast digital mammography with implant screening.","123.27","130.17","443.77","493.08","77067",580
2332,3,43,7846190,"Right breast digital mammography with implant screening.","123.27","130.17","443.77","493.08","G0202",580
2339,3,43,7846192,"Digital mammogram screening of the right breast.","123.27","130.17","443.77","493.08","77057",832
2340,3,43,7846192,"Digital mammogram screening of the right breast.","123.27","130.17","443.77","493.08","77067",832
2341,3,43,7846192,"Digital mammogram screening of the right breast.","123.27","130.17","443.77","493.08","G0202",832
2892,3,43,10064261,"Mesh Screen for Hernia Repair - Large Rectangular Size","399.6675","422.04888","1438.803","1598.67","C1781",646
2600,3,43,10189240,"HPV Detection Test","135.0575","142.62072","486.207","540.23","G0476",1639
3023,3,43,13012344,"Mesh Screen Insertion Surgery","806.095","851.23632","2901.942","3224.38",NULL,1458
2605,3,43,13232020,"Dosage Analysis","16.7775","17.71704","60.399","67.11","80307",1648
2607,3,43,13490203,"Substance Abuse Test Panel","22.325","23.5752","80.37","89.3","80307",1515
2377,3,43,13784412,"Pulse-Ox Congenital Heart Defect Screening.","32.3725","34.18536","116.541","129.49","94761",1003
2609,3,43,13824753,"Comprehensive Low-Dose Drug Screening Test","31.4425","33.20328","113.193","125.77","80307",1037
2413,3,43,16326639,"Three-Dimensional Breast Implant Screening with Tomography","28.9625","30.5844","104.265","115.85","77063",519
2614,3,43,22194690,"Prenatal Blood Test for Multiple Markers.","60.44","63.82464","217.584","241.76","81511",1069
2612,3,43,23549018,"Respiratory Virus Panel Plus.","90.5625","95.634","326.025","362.25","0241U",1449
2087,3,44,1169368,"Evaluation of CSF shunt by injecting a radiotracer and performing a scan.","252.2","266.33","907.93","1008.81","78645",225
2099,3,44,2388572,"Complete Vestibular Evaluation (CPT code 92540)","151.88","160.39","546.77","607.52","92540",860
2094,3,44,2388587,"Comprehensive Audiology Evaluation with Speech Recognition (CAESR)","81.43","85.99","293.15","325.72","92557",338
2095,3,44,2388638,"Evaluation of Central Auditory Function with Report in 60 minutes (Code: 92620)","90.39","95.45","325.41","361.57","92620",156
2096,3,44,2388639,"Central Auditory Function Assessment with Report, with 15-Minute Extension","24.81","26.2","89.31","99.23","92621",210
2257,3,44,4192615,"Medical Assessment.","2.01","2.12","7.22","8.02","99211",1624
2258,3,44,4192615,"Medical Assessment.","2.01","2.12","7.22","8.02","G0463",1624
2259,3,44,4192621,"Thorough Health Assessment","220.43","232.77","793.53","881.7","99211",1510
2260,3,44,4192621,"Thorough Health Assessment","220.43","232.77","793.53","881.7","G0463",1510
2357,3,44,12799260,"Wound Check-Up and Healing Treatment","60.3","63.6768","217.08","241.2","97004",1264
2358,3,44,12799260,"Wound Check-Up and Healing Treatment","60.3","63.6768","217.08","241.2","97168",1264
2367,3,44,13249855,"Assessment of the Ear and Wound Care","68.915","72.77424","248.094","275.66","97165",1265
2368,3,44,13249856,"Assessment and Treatment of Multifaceted Wound with Ear Examination","86.0825","90.90312","309.897","344.33","97166",335
2369,3,44,13249857,"Assessment of Complex Wound Healing in the Ear (Otology Wound Evaluation)","106.71","112.68576","384.156","426.84","97167",233
2396,3,44,14151732,"Frequent On-Road Assessment for Evaluation of Driving Abilities.","15.295","16.15152","55.062","61.18","97535",387
2397,3,44,14151732,"Frequent On-Road Assessment for Evaluation of Driving Abilities.","15.295","16.15152","55.062","61.18","T1015",387
2399,3,44,14159621,"Health Assessment at the Medical Facility.","34.9775","36.93624","125.919","139.91","G0463",1036
3925,4,2,4298034,"3D X-ray guided surgery","63.86","67.44","229.91","255.45","77421",1582
3942,4,2,4662043,"Lumbar Disc X-ray Injection Therapy","918.95","970.41","3308.21","3675.79","62290",1304
3938,4,2,4662064,"Lower Spine Disk X-ray","906.97","957.76","3265.08","3627.87","72295",1607
3939,4,2,4662065,"Enhanced X-ray Imaging for Urinary Tract Evaluation.","145.81","153.97","524.91","583.23","74425",722
3944,4,2,4662071,"Unilateral Artery X-ray of the Arm/Leg","1438.1","1518.64","5177.17","5752.41","75710",1173
3946,4,2,4662073,"Abdominal Arteriography","2460.53","2598.32","8857.91","9842.12","75726",1583
3950,4,2,4662074,"Pelvic Arteriography.","2460.53","2598.32","8857.91","9842.12","75736",1612
3951,4,2,4662075,"Unilateral Pulmonary Artery X-Ray.","610.11","644.27","2196.39","2440.43","75741",1314
3953,4,2,4662077,"coronary angiography.","1188.48","1255.03","4278.53","4753.92","75756",1613
3954,4,2,4662079,"Radiographic evaluation of nonvascular shunt placement.","168.72","178.17","607.39","674.88","75809",636
3955,4,2,4662099,"X-ray-guided catheter replacement.","189.75","200.38","683.11","759.01","75984",1338
3957,4,2,4662101,"X-ray diagnosis of abnormal fistula","200.53","211.76","721.92","802.13","76080",1305
3578,4,3,1168730,"MRI scan of the abdomen with and without contrast.","1006.32","1062.67","3622.74","4025.27","74183",759
3582,4,3,1168732,"Abdominal MRI with Contrast.","810.93","856.34","2919.35","3243.72","74182",1463
3585,4,3,1168734,"Magnetic Resonance Imaging (MRI) scan of the abdomen without contrast.","703.89","743.31","2534","2815.56","74181",271
3596,4,3,1168738,"MRI of the Left Ankle with and without Contrast.","872.21","921.06","3139.97","3488.85","73723",825
3597,4,3,1168740,"Magnetic Resonance Imaging of Right Ankle with and without Contrast","872.21","921.06","3139.97","3488.85","73723",323
3600,4,3,1168744,"Left Ankle MRI with Contrast","716.39","756.5","2578.99","2865.54","73722",1466
3603,4,3,1168746,"MRI scan with contrast of the right ankle","768.27","811.29","2765.76","3073.07","73722",1055
3606,4,3,1168750,"MRI of the left ankle without contrast.","595.85","629.21","2145.05","2383.39","73721",1122
3617,4,3,1168752,"MRI of the right ankle without contrast.","595.85","629.21","2145.05","2383.39","73721",1088
3569,4,3,1168784,"Functional Magnetic Resonance Imaging (fMRI) of the Brain without Physician supervision","923.54","975.26","3324.74","3694.15","70554",96
3570,4,3,1168787,"Brain Function Analysis with MRI and Physician Consultation.","999.68","1055.66","3598.83","3998.7","70555",465
3572,4,3,1168796,"Brain scan with and without contrast agent (MRI)","993.95","1049.61","3578.23","3975.81","70553",823
3575,4,3,1168798,"MRI Brain with Contrast Scan","800.77","845.61","2882.76","3203.07","70552",1462
3579,4,3,1168800,"MRI of the brain without contrast.","686.2","724.63","2470.32","2744.8","70551",1307
3589,4,3,1168802,"Breast MRI with and without contrast on both sides.","1147.6","1211.86","4131.35","4590.39","77049",726
3590,4,3,1168802,"Breast MRI with and without contrast on both sides.","1147.6","1211.86","4131.35","4590.39","77059",726
3591,4,3,1168802,"Breast MRI with and without contrast on both sides.","1147.6","1211.86","4131.35","4590.39","C8908",726
3609,4,3,1168814,"Bilateral Breast MRI without Contrast","729.19","770.02","2625.07","2916.74","77047",1203
3610,4,3,1168814,"Bilateral Breast MRI without Contrast","729.19","770.02","2625.07","2916.74","77059",1203
3614,4,3,1168814,"Bilateral Breast MRI without Contrast","729.19","770.02","2625.07","2916.74","C8907",1203
3574,4,3,1168820,"MRI scan of chest with and without contrast.","1039.85","1098.08","3743.44","4159.38","71552",954
3577,4,3,1168822,"Chest Scan with Contrast","677.27","715.19","2438.16","2709.07","71551",1565
3581,4,3,1168824,"MRI (Magnetic Resonance Imaging) of the Chest without Contrast.","718.61","758.85","2586.99","2874.43","71550",400
3584,4,3,1168836,"MRI of the Left Elbow with and without Contrast-Agent Injection.","925.13","976.93","3330.46","3700.51","73223",379
3593,4,3,1168838,"MRI with and without contrast of the right elbow","925.13","976.93","3330.46","3700.51","73223",824
3595,4,3,1168842,"Left Elbow MRI with Contrast","770.82","813.99","2774.95","3083.28","73222",1465
3599,4,3,1168844,"Right Elbow MRI with Contrast","770.82","813.99","2774.95","3083.28","73222",1441
3602,4,3,1168848,"MRI scan of left elbow without contrast.","636.78","672.44","2292.41","2547.12","73221",1089
3605,4,3,1168850,"MRI scan of the right elbow without contrast agent.","636.78","672.44","2292.41","2547.12","73221",727
3608,4,3,1168852,"Magnetic Resonance Imaging (MRI) of Face, Neck, and Orbit with and without Contrast.","1124.62","1187.59","4048.61","4498.46","70543",111
3616,4,3,1168854,"Advanced Imaging of Face, Neck, and Eye with Contrast","925.52","977.35","3331.87","3702.08","70542",661
3571,4,3,1168856,"MRI Scan of Face, Neck, and Orbit without Contrast.","746.95","788.77","2689","2987.78","70540",725
3573,4,3,1168878,"Magnetic Resonance Imaging (MRI) of the Left Foot with and without Contrast.","938.68","991.25","3379.26","3754.73","73720",185
3576,4,3,1168880,"Magnetic Resonance Imaging of Right Foot with and without Contrast.","938.68","991.25","3379.26","3754.73","73720",322
3580,4,3,1168884,"MRI Foot with Contrast on the Left Side","628.29","663.48","2261.85","2513.17","73719",1120
3583,4,3,1168886,"Right Foot MRI with Contrast","628.29","663.48","2261.85","2513.17","73719",1464
3592,4,3,1168890,"MRI scan of the left foot without using contrast solution.","642.16","678.12","2311.79","2568.65","73718",515
3594,4,3,1168892,"MRI of the right foot without contrast.","642.16","678.12","2311.79","2568.65","73718",1121
3598,4,3,1168918,"MRI of the left hand with and without contrast.","1031.27","1089.02","3712.55","4125.06","73220",858
3601,4,3,1168920,"Right Hand MRI with and without Contrast.","1031.27","1089.02","3712.55","4125.06","73220",1054
3604,4,3,1168924,"MRI of the left hand with a contrast agent.","710.18","749.95","2556.65","2840.72","73219",995
3607,4,3,1168926,"Magnetic Resonance Imaging (MRI) with contrast of right hand","723.08","763.57","2603.09","2892.32","73219",466
3615,4,3,1168930,"MRI of the left hand without contrast.","695.93","734.9","2505.36","2783.73","73218",1164
3568,4,3,1168932,"MRI of the right hand without contrast.","695.93","734.9","2505.36","2783.73","73218",1123
3622,4,3,1168936,"Magnetic Resonance Imaging of the Left Hip with and without Contrast","872.21","921.06","3139.97","3488.85","73723",303
3626,4,3,1168938,"MRI of the Right Hip with and without Contrast","872.21","921.06","3139.97","3488.85","73723",888
3630,4,3,1168942,"MRI of the left hip with contrast.","768.27","811.29","2765.76","3073.07","73722",1308
3634,4,3,1168944,"Right Hip Magnetic Resonance Imaging (MRI) with Contrast","768.27","811.29","2765.76","3073.07","73722",574
3638,4,3,1168948,"Magnetic Resonance Imaging of the Left Hip Without Contrast","595.85","629.21","2145.05","2383.39","73721",483
3641,4,3,1168950,"MRI of the right hip without contrast.","595.85","629.21","2145.05","2383.39","73721",1166
3648,4,3,1168972,"MRI of the Left Knee with and without Contrast","872.21","921.06","3139.97","3488.85","73723",890
3651,4,3,1168974,"Magnetic Resonance Imaging (MRI) of Right Knee with and without Contrast","872.21","921.06","3139.97","3488.85","73723",235
3654,4,3,1168978,"Advanced Imaging of the Left Knee using MRI with Contrast","768.27","811.29","2765.76","3073.07","73722",539
